status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,co-applicant,2.7230749130249023,unknown / no property,44.50650787353515,bank,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,unknown / no property,44.50650787353515,bank,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A62,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,22.457603454589844,existing credits paid back duly till now,education,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : divorced/separated,co-applicant,2.7230749130249023,real estate,44.50650787353515,stores,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,22.457603454589844,existing credits paid back duly till now,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,existing credits paid back duly till now,education,420.7030334472656,A61,unemployed,3.1429460048675537,male : married/widowed,none,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,no credits taken/ all credits paid back duly,business,420.7030334472656,A61,... < 1 year,3.1429460048675537,male : single,guarantor,2.7230749130249023,real estate,44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,22.457603454589844,no credits taken/ all credits paid back duly,business,420.7030334472656,A64,... < 1 year,3.1429460048675537,male : married/widowed,none,2.7230749130249023,"if not A121/A122 : car or other, not in attribute 6",44.50650787353515,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,"if not A121/A122 : car or other, not in attribute 6",34.28193664550781,none,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,furniture/equipment,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : divorced/separated,co-applicant,3.2853405475616455,unknown / no property,34.28193664550781,bank,rent,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,domestic appliances,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : divorced/separated,none,3.3044695620931193,"if not A121/A122 : car or other, not in attribute 6",34.28193664550781,bank,own,1.1937417884706103,skilled employee / official,1.743049052926628,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : divorced/separated,none,3.3044695620931193,real estate,34.28193664550781,bank,own,1.1483033449793805,skilled employee / official,1.807485718729207,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A63,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,rent,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,car (new),2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,for free,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A62,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,all credits at this bank paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,real estate,34.28193664550781,bank,rent,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,unknown / no property,34.28193664550781,bank,rent,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,female : divorced/separated/married,none,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,none,yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : divorced/separated,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,delay in paying off in the past,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,all credits at this bank paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.004416361713241,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0308285805218986,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0308285805218986,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A65,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,stores,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,education,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,if not A121 : building society savings agreement/ life insurance,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A62,... < 1 year,2.9722020626068115,male : divorced/separated,none,3.2853405475616455,real estate,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,unskilled - resident,1.0,none,no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : married/widowed,none,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
... < 0 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,unknown / no property,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : divorced/separated,none,3.2853405475616455,if not A121 : building society savings agreement/ life insurance,34.28193664550781,bank,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,existing credits paid back duly till now,business,2529.372314453125,A61,... < 1 year,2.9722020626068115,male : divorced/separated,guarantor,3.2853405475616455,unknown / no property,34.28193664550781,stores,own,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",no,0663b21b-64e1-4d9e-8056-d411728f1ab4
0 <= ... < 200 DM,17.986465454101562,no credits taken/ all credits paid back duly,business,2529.372314453125,A64,... < 1 year,2.9722020626068115,male : married/widowed,co-applicant,3.2853405475616455,real estate,34.28193664550781,bank,rent,1.0442469120025637,skilled employee / official,1.0,"yes, registered under the customers name",yes,0663b21b-64e1-4d9e-8056-d411728f1ab4
